         9752559 function calls (9703528 primitive calls) in 40.129 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\parcoords\line\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\parcoords\line\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_scatterpolargl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatterpolar\marker\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_fillpattern.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\surface\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\table\cells\_fill.py:5(Fill)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\geo\_bgcolor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\geo\_lakecolor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\geo\_showlakes.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\_xaxis.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\yaxis\_showbackground.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\_linecolor.py:5(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\os.py:766(getenv)
       19    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\core\numeric.py:2274(_isclose_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\typing.py:255(inner)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\groupby\groupby.py:736(<listcomp>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\joblib\logger.py:39(short_format_time)
        5    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\joblib\parallel.py:371(__init__)
        5    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\model_selection\_validation.py:787(<listcomp>)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\express\_core.py:1061(_escape_col_name)
        3    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\_subplots.py:1228(<listcomp>)
        6    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\_subplots.py:1232(<setcomp>)
        1    0.000    0.000    0.001    0.001 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_figure.py:21727(select_yaxes)
        1    0.000    0.000    0.000    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femsolver\calculix\write_mesh.py:24(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_colorscale.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_pie.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_marker.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_activeshape.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_showlegend.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_updatemenudefaults.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_newshape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_imagedefaults.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_images.py:5(__init__)
        1    0.000    0.000    0.001    0.001 c:\Virtual_Environments\theeng\lib\site-packages\plotly\io\json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\barpolar\_marker.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\aaxis\_endlinecolor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_splom.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\histogram2dcontour\_colorbar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram2d\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram\marker\_pattern.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\parcoords\_line.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_pie.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter3d\line\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\scatter3d\_marker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_scattercarpet.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattergeo\_marker.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatterpolar\marker\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatterternary\marker\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_surface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\table\header\_fill.py:5(Fill)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\table\header\_fill.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\table\header\line\_color.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\colorscale\_diverging.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\font\_color.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\polar\_angularaxis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\scene\_xaxis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\_zaxis.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\shape\_line.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\ternary\aaxis\_linecolor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\ternary\_baxis.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\xaxis\_zerolinewidth.py:5(__init__)
       22    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\lib\function_base.py:5440(_append_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\random.py:94(__init__)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\config_init.py:392(_deprecate_negative_int_max_colwidth)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\nanops.py:588(nansum)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\strings\object_array.py:283(_str_len)
        6    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\indexes\base.py:7336(ensure_has_len)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\indexes\base.py:7450(<listcomp>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\indexes\numeric.py:124(__new__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\core\operator.py:8(__init__)
        3    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\theeng\core\problem.py:283(_checkExpressions)
        6    0.000    0.000    0.000    0.000 {built-in method _operator.ge}
        3    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\theeng\algorithms\visualizations.py:7(__init__)
        1    0.000    0.000    0.000    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femsolver\report.py:24(<module>)
        1    0.000    0.000    0.000    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femobjects\mesh_result.py:24(<module>)
        3    0.000    0.000    0.002    0.001 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_layout.py:3485(template)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_yaxis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\util\reference_direction.py:98(das_dennis)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_smith.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_scene.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_font.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_hoverlabel.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_polar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\barpolar\marker\_line.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_bar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_scatter.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\carpet\_aaxis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\aaxis\_linecolor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\aaxis\_minorgridcolor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\baxis\_minorgridcolor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\choropleth\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_heatmapgl.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\heatmapgl\_colorbar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram2dcontour\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram\_marker.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\histogram\_marker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\histogram\marker\_pattern.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_mesh3d.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_transition.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_hidesources.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_shapedefaults.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_extendpiecolors.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\coloraxis\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter3d\line\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter3d\marker\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattercarpet\marker\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_scattergeo.py:5(__init__)
